1,5,5.5879e-09,1.5143,-2.3701
2,5,7.4506e-08,1.5031,-2.6855
3,5,-5.9605e-08,1.43,-2.6617
4,5,3.2596e-08,1.0691,-1.9848
5,5,-9.3132e-09,1.6537,-2.2731
6,5,-1.1176e-08,1.2191,-2.442
7,5,-1.3039e-08,1.0495,-1.3881
8,5,1.1176e-08,1.1645,-2.7032
9,5,-3.7253e-09,0.99485,-2.8528
10,5,-2.9802e-08,1.1485,-2.2989
11,5,-9.3132e-09,0.93304,-2.6509
12,5,3.7253e-09,0.96665,-1.8824
13,5,1.7229e-08,0.83767,-1.8868
14,5,0,0.99535,-1.9948
15,5,-1.4901e-08,1.0752,-2.5178
16,5,-1.2573e-08,1.2113,-2.7485
17,5,-1.8626e-08,0.98047,-3.1859
18,5,-2.2352e-08,1.2259,-2.2439
19,5,2.794e-08,1.0872,-2.4187
20,5,-3.3528e-08,1.8826,-2.6901
21,10,0,0.95534,-3.2823
22,10,6.5193e-09,0.96522,-3.3088
23,10,-5.1223e-09,1.0916,-2.8585
24,10,3.7253e-09,1.0465,-2.8553
25,10,2.6776e-09,1.1447,-3.1519
26,10,-3.2596e-09,1.0118,-2.808
27,10,-2.4214e-08,0.96051,-3.2618
28,10,2.2352e-08,1.0337,-3.3306
29,10,-1.1642e-09,0.99681,-3.2291
30,10,-1.3039e-08,0.94397,-3.6218
31,10,-4.6566e-09,0.91733,-3.0101
32,10,1.1176e-08,1.0144,-3.4718
33,10,3.7253e-09,1.0586,-2.582
34,10,3.7253e-09,0.85835,-2.7628
35,10,1.4901e-08,0.879,-2.4367
36,10,1.1176e-08,0.88723,-2.8842
37,10,1.1176e-08,0.98323,-3.3953
38,10,-2.2352e-08,1.0681,-2.9266
39,10,3.7253e-09,1.0111,-2.9149
40,10,-1.2107e-08,1.0324,-3.2597
41,15,-1.2107e-08,0.96208,-4.4767
42,15,-1.3737e-08,1.0162,-3.8834
43,15,4.8429e-08,0.94658,-4.3291
44,15,-4.319e-08,1.0018,-4.0255
45,15,1.0245e-08,1.0232,-4.0927
46,15,4.0978e-08,0.96005,-4.0135
47,15,3.4459e-08,1.0274,-4.3155
48,15,-6.0536e-09,1.0258,-4.5291
49,15,2.3283e-08,0.98976,-4.5521
50,15,-2.9802e-08,0.96058,-3.9797
51,15,2.7008e-08,0.98501,-3.8347
52,15,1.3039e-08,0.96301,-4.3389
53,15,3.0268e-08,0.94285,-3.883
54,15,-5.7742e-08,0.97941,-4.2436
55,15,5.5879e-09,0.99973,-4.544
56,15,-3.539e-08,1.0002,-3.999
57,15,3.0384e-08,1.0244,-3.9606
58,15,-7.4506e-09,0.99761,-3.9316
59,15,2.794e-09,0.98006,-4.5805
60,15,-2.5379e-08,0.9413,-4.4279
61,20,4.3074e-09,1.0189,-4.753
62,20,-1.397e-09,0.99348,-4.5213
63,20,4.4238e-09,0.98884,-5.1081
64,20,-1.7462e-10,0.98212,-4.8058
65,20,9.3132e-10,0.99665,-4.6128
66,20,2.0955e-09,1.0246,-5.0075
67,20,1.6298e-09,0.98056,-5.0655
68,20,5.0059e-09,1.0276,-4.5049
69,20,2.3283e-10,0.98887,-5.4519
70,20,-3.1432e-09,0.96748,-4.7598
71,20,2.3283e-10,0.94385,-5.0139
72,20,2.3283e-09,0.99922,-4.8829
73,20,0,0.97172,-4.666
74,20,-7.6834e-09,1.0327,-5.0554
75,20,2.794e-09,1.0026,-4.6918
76,20,2.9104e-09,1.0342,-4.8128
77,20,0,0.99465,-4.7266
78,20,-2.3283e-10,1.0177,-5.2159
79,20,3.0268e-09,0.99713,-4.7886
80,20,-5.5879e-09,1.0187,-4.8812
