1,5,2.9802e-08,1.2164,-2.0795
2,5,-3.9116e-08,1.6082,-3.0924
3,5,-7.4506e-09,1.626,-2.5267
4,5,3.7253e-09,0.95192,-1.9212
5,5,-1.8626e-08,1.4988,-2.1018
6,5,3.7253e-09,0.84146,-1.7617
7,5,9.3132e-09,1.1575,-1.7274
8,5,-1.1176e-08,1.2071,-2.4316
9,5,2.9802e-08,1.2879,-2.6725
10,5,3.3528e-08,1.9009,-3.5447
11,5,7.4506e-09,1.1776,-2.7949
12,5,-7.4506e-09,0.64273,-1.6624
13,5,-7.4506e-09,0.90404,-1.6075
14,5,0,1.1883,-2.648
15,5,-5.5879e-09,0.87038,-1.5219
16,5,-1.6764e-08,1.1564,-1.9157
17,5,3.7253e-09,0.85676,-1.8163
18,5,7.4506e-09,1.1117,-2.1835
19,5,1.1176e-08,1.2898,-2.8033
20,5,-1.1176e-08,1.8523,-3.2018
21,10,-1.8626e-09,1.0131,-2.752
22,10,3.7253e-09,1.0518,-3.1947
23,10,2.7008e-08,0.81995,-2.3337
24,10,2.2352e-08,0.90596,-3.468
25,10,-1.1059e-09,1.2231,-2.7201
26,10,1.6764e-08,1.04,-3.072
27,10,3.7253e-09,1.15,-2.9495
28,10,-2.2352e-08,0.84015,-2.9746
29,10,-4.6566e-09,1.0794,-3.0049
30,10,8.7544e-08,1.1972,-4.0577
31,10,1.6764e-08,1.0115,-2.9306
32,10,3.7253e-08,0.90079,-3.086
33,10,-7.4506e-09,1.0685,-2.6887
34,10,7.4506e-09,0.87043,-2.5891
35,10,-3.7253e-08,0.56224,-2.3001
36,10,-3.3528e-08,0.8862,-2.9916
37,10,4.4703e-08,0.89858,-2.5181
38,10,-2.2352e-08,0.91382,-2.4354
39,10,7.4506e-09,1.43,-3.2163
40,10,3.7253e-09,1.2782,-3.5344
41,15,3.4645e-07,1.1596,-4.5604
42,15,2.794e-08,0.77355,-3.1213
43,15,4.0978e-08,1.1625,-3.7118
44,15,-1.6298e-08,1.0047,-3.4113
45,15,-8.1956e-08,1.0615,-3.4647
46,15,1.2293e-07,0.97583,-3.2982
47,15,-6.7055e-08,0.84833,-3.181
48,15,5.5879e-09,0.78344,-3.5041
49,15,-2.3097e-07,0.9589,-3.2287
50,15,-3.7253e-09,0.91665,-3.1565
51,15,-5.2154e-08,1.104,-3.9425
52,15,-8.1956e-08,0.83054,-3.2933
53,15,4.8429e-08,1.028,-3.8115
54,15,-4.4703e-08,0.91347,-3.3472
55,15,1.0431e-07,1.0899,-3.9044
56,15,1.0058e-07,1.1149,-3.9537
57,15,-1.3062e-07,0.8189,-3.0242
58,15,2.9802e-08,0.8363,-3.3991
59,15,9.0338e-08,0.90595,-3.3408
60,15,1.3784e-07,1.1692,-4.5796
61,20,3.1432e-09,0.94607,-4.4561
62,20,5.5879e-09,1.0905,-4.7147
63,20,1.8626e-09,0.92234,-4.1446
64,20,-6.5193e-09,0.90908,-4.3459
65,20,-7.4506e-09,0.99285,-4.6392
66,20,-1.8626e-09,1.0842,-4.0918
67,20,-2.7067e-09,1.113,-4.9778
68,20,-6.0536e-09,0.9545,-4.0589
69,20,5.5879e-09,0.91708,-4.541
70,20,-4.191e-09,0.97452,-3.9041
71,20,-7.4506e-09,0.78754,-3.7206
72,20,1.0768e-08,1.1805,-4.3019
73,20,5.5879e-09,0.98078,-4.4609
74,20,1.8626e-09,0.92437,-3.8034
75,20,2.794e-09,1.1337,-4.6915
76,20,2.794e-09,1.0358,-4.1711
77,20,3.0268e-09,0.85595,-3.744
78,20,1.1176e-08,1.0047,-4.3935
79,20,1.8626e-09,0.81805,-3.8101
80,20,9.3132e-10,0.93975,-4.3356
