1,5,-1.1176e-08,1.5059,-2.4421
2,5,-7.4506e-09,1.3933,-2.3872
3,5,3.7253e-09,1.6172,-2.6768
4,5,1.4901e-08,1.1414,-1.9734
5,5,-1.0245e-08,1.7795,-2.5867
6,5,-1.1176e-08,1.4305,-2.7222
7,5,-7.4506e-09,0.9516,-1.7371
8,5,3.7253e-09,0.9043,-1.7024
9,5,2.2352e-08,1.0866,-2.7812
10,5,1.9558e-08,1.2465,-2.6939
11,5,-2.9802e-08,0.97218,-2.3589
12,5,7.4506e-09,0.88022,-1.7199
13,5,-4.6566e-09,0.93645,-1.7162
14,5,0,1.0166,-2.3226
15,5,-3.7253e-09,1.0067,-2.7396
16,5,1.4901e-08,1.2674,-2.3097
17,5,0,0.88414,-2.7236
18,5,-3.7253e-09,1.1562,-2.6115
19,5,-1.8626e-08,0.9466,-2.4681
20,5,2.9802e-08,1.9121,-2.6593
21,10,1.7695e-08,0.9467,-3.2996
22,10,3.7253e-09,0.98058,-3.1527
23,10,5.1223e-09,1.1628,-3.6457
24,10,-7.4506e-09,1.1653,-3.5443
25,10,1.461e-08,1.1073,-2.934
26,10,-9.3132e-09,0.93873,-2.7741
27,10,-5.5879e-09,0.85688,-3.018
28,10,-7.4506e-09,1.1027,-3.3449
29,10,5.3551e-09,1.0333,-3.1433
30,10,-2.4214e-08,0.97351,-3.2291
31,10,1.2107e-08,0.94161,-2.9929
32,10,-1.4901e-08,1.0135,-3.3044
33,10,-1.4901e-08,1.1229,-3.1022
34,10,7.4506e-09,0.82455,-3.0891
35,10,2.9802e-08,0.83854,-3.3359
36,10,-2.794e-08,0.85862,-3.5158
37,10,-2.6077e-08,1.0678,-3.2286
38,10,-1.1176e-08,1.0219,-3.0189
39,10,7.4506e-09,1.1308,-2.933
40,10,1.8626e-08,1.034,-3.8353
41,15,-9.6858e-08,1.0182,-4.3881
42,15,1.8626e-08,0.99954,-3.5558
43,15,4.2841e-08,0.90627,-3.7375
44,15,-4.6566e-09,0.94073,-3.8135
45,15,-1.5087e-07,1.1076,-4.4087
46,15,2.9802e-08,0.92549,-3.4853
47,15,2.6077e-08,0.97177,-3.5689
48,15,8.1956e-08,0.94458,-3.8444
49,15,-8.5682e-08,0.99284,-3.4769
50,15,-7.0781e-08,0.98613,-3.9076
51,15,5.0291e-08,1.0468,-4.5303
52,15,-4.6566e-08,1.0121,-4.1918
53,15,1.9558e-08,0.88423,-3.291
54,15,1.8626e-09,0.95876,-3.5335
55,15,2.6077e-08,0.97109,-3.5672
56,15,3.539e-08,0.99497,-4.3326
57,15,-4.1502e-08,0.97694,-3.9997
58,15,-1.8626e-08,0.9465,-3.7577
59,15,-1.6531e-08,0.95918,-3.5905
60,15,-2.1886e-08,1.0397,-4.3286
61,20,-7.3342e-09,1.0146,-4.7568
62,20,-4.6566e-09,1.0319,-4.5089
63,20,9.3132e-09,0.97184,-4.2808
64,20,-3.8708e-09,1.0098,-5.2625
65,20,0,0.99799,-5.0954
66,20,-5.5879e-09,1.0769,-5.0593
67,20,4.6566e-10,1.048,-4.6523
68,20,-6.5193e-09,1.0447,-4.6112
69,20,4.191e-09,0.97486,-4.7545
70,20,-6.9849e-10,0.98802,-4.7354
71,20,1.397e-09,0.94036,-4.5221
72,20,-5.5879e-09,0.9929,-4.7747
73,20,-1.8626e-09,0.92896,-4.9633
74,20,3.2596e-09,0.99338,-4.5167
75,20,-7.9162e-09,1.0752,-5.2361
76,20,-3.5143e-09,1.0025,-4.4232
77,20,-2.5611e-09,1.0161,-4.9952
78,20,-1.4901e-08,1.0504,-4.955
79,20,1.397e-09,0.98375,-4.2031
80,20,2.794e-09,1.0167,-4.3645
