1,5,-1.7164,0.47316,-2.4421,1.1183
2,5,-2.0487,0.21878,-2.3872,2.3599
3,5,-2.5094,0.15684,-2.6768,1.9062
4,5,-1.6367,0.16569,-1.9734,1.3698
5,5,-1.8514,0.34246,-2.5867,1.383
6,5,-2.149,0.63602,-2.7222,1.3224
7,5,-1.5032,0.06969,-1.7371,1.3547
8,5,-1.4005,0.13951,-1.7024,1.3148
9,5,-1.9052,0.67176,-2.7812,1.4555
10,5,-2.2785,0.19207,-2.6939,1.7424
11,5,-1.7919,0.50823,-2.3589,1.5109
12,5,-1.393,0.10351,-1.7199,1.1332
13,5,-1.6193,0.0215,-1.7162,1.5968
14,5,-1.9209,0.16643,-2.3226,1.5741
15,5,-2.3134,0.074502,-2.7396,1.3776
16,5,-1.8137,0.19986,-2.3097,1.3439
17,5,-1.7979,0.77786,-2.7236,1.374
18,5,-1.8062,0.44261,-2.6115,1.1848
19,5,-2.0374,0.48895,-2.4681,1.934
20,5,-2.3645,0.059407,-2.6593,1.1635
21,10,-2.4505,0.24446,-3.2996,2.6454
22,10,-2.3634,0.29852,-3.1527,2.5635
23,10,-2.6648,0.22616,-3.6457,2.8123
24,10,-2.6882,0.39639,-3.5443,2.6402
25,10,-2.4011,0.11357,-2.934,2.6315
26,10,-2.2748,0.25366,-2.7741,2.7486
27,10,-2.2879,0.26586,-3.018,2.5273
28,10,-2.6215,0.21381,-3.3449,2.5647
29,10,-2.5867,0.23539,-3.1433,2.5749
30,10,-2.6244,0.20274,-3.2291,3.0175
31,10,-2.2922,0.19415,-2.9929,2.6089
32,10,-2.4832,0.36083,-3.3044,2.7859
33,10,-2.3999,0.18674,-3.1022,2.3738
34,10,-2.3119,0.13093,-3.0891,2.7156
35,10,-2.2899,0.27503,-3.3359,2.7108
36,10,-2.5121,0.45466,-3.5158,2.8944
37,10,-2.5701,0.22484,-3.2286,2.7483
38,10,-2.4272,0.30186,-3.0189,2.4614
39,10,-2.3029,0.11611,-2.933,2.5298
40,10,-2.7045,0.3443,-3.8353,2.5903
41,15,-3.2803,0.45944,-4.3881,4.1519
42,15,-2.9513,0.15259,-3.5558,3.8168
43,15,-2.8609,0.21858,-3.7375,3.8968
44,15,-3.0298,0.24053,-3.8135,4.0101
45,15,-3.2337,0.30331,-4.4087,3.8473
46,15,-2.7901,0.14689,-3.4853,3.9522
47,15,-2.8654,0.18383,-3.5689,3.716
48,15,-2.9558,0.23919,-3.8444,3.7719
49,15,-2.8441,0.12428,-3.4769,3.7721
50,15,-3.0855,0.27593,-3.9076,4.0779
51,15,-3.2467,0.51213,-4.5303,4.016
52,15,-3.0778,0.42761,-4.1918,4.0083
53,15,-2.772,0.12963,-3.291,3.8187
54,15,-2.9117,0.14133,-3.5335,3.9014
55,15,-3.0551,0.17198,-3.5672,4.1717
56,15,-3.0927,0.357,-4.3326,4.048
57,15,-3.0112,0.31116,-3.9997,3.83
58,15,-3.0007,0.25231,-3.7577,3.8966
59,15,-2.8673,0.20896,-3.5905,3.8981
60,15,-3.2453,0.48673,-4.3286,4.1138
61,20,-3.6929,0.31319,-4.7568,5.1994
62,20,-3.6603,0.22598,-4.5089,5.2848
63,20,-3.5417,0.21734,-4.2808,5.3358
64,20,-3.8413,0.46798,-5.2625,5.5649
65,20,-3.6348,0.34581,-5.0954,5.3523
66,20,-3.7673,0.36119,-5.0593,5.2383
67,20,-3.7366,0.28252,-4.6523,5.3523
68,20,-3.6222,0.27053,-4.6112,5.0583
69,20,-3.579,0.29824,-4.7545,5.3243
70,20,-3.6657,0.3109,-4.7354,5.3609
71,20,-3.5194,0.27209,-4.5221,5.3375
72,20,-3.7575,0.35929,-4.7747,5.4888
73,20,-3.5732,0.30138,-4.9633,5.3357
74,20,-3.61,0.27091,-4.5167,5.2933
75,20,-3.7833,0.39792,-5.2361,5.3628
76,20,-3.6043,0.21079,-4.4232,5.2931
77,20,-3.6696,0.35614,-4.9952,5.3895
78,20,-3.6458,0.27077,-4.955,5.1124
79,20,-3.5855,0.18003,-4.2031,5.3678
80,20,-3.6209,0.21336,-4.3645,5.1411
81,25,-4.0729,0.27857,-5.2153,6.6735
82,25,-4.1886,0.29385,-5.2503,6.851
83,25,-4.0342,0.26089,-5.0408,6.5576
84,25,-4.1776,0.32767,-5.5803,6.7581
85,25,-4.2093,0.35815,-5.4331,6.7937
86,25,-4.1203,0.31438,-5.2178,6.855
87,25,-4.023,0.26669,-5.2905,6.5942
88,25,-4.0985,0.22766,-5.0903,6.6284
89,25,-4.1977,0.26509,-5.1443,6.7
90,25,-3.9767,0.2272,-5.0141,6.5908
91,25,-4.1771,0.34876,-5.5276,6.6504
92,25,-4.2803,0.41201,-5.8223,6.8013
93,25,-4.1,0.2683,-5.1105,6.6899
94,25,-4.1047,0.24515,-5.1177,6.6755
95,25,-4.1754,0.34633,-5.7559,6.7729
96,25,-4.2054,0.29877,-5.1806,6.7219
97,25,-4.2291,0.43003,-5.6753,6.836
98,25,-4.1447,0.34313,-5.4871,6.8273
99,25,-4.1702,0.39034,-5.7292,6.6781
100,25,-4.0853,0.35169,-5.3017,6.7317
101,30,-4.6697,0.40652,-6.0471,8.2729
102,30,-4.5964,0.40946,-6.3451,8.0617
103,30,-4.5036,0.35127,-6.129,8.1211
104,30,-4.6818,0.33053,-6.2938,8.1209
105,30,-4.6583,0.3317,-6.0341,8.1114
106,30,-4.5985,0.29062,-5.7102,8.1379
107,30,-4.598,0.30003,-5.9437,8.1575
108,30,-4.6372,0.43304,-6.3661,8.2203
109,30,-4.6422,0.33916,-5.9761,8.2484
110,30,-4.6423,0.37483,-5.9843,8.2504
111,30,-4.5952,0.34309,-6.4759,8.055
112,30,-4.6245,0.4244,-6.362,8.2184
113,30,-4.5665,0.2834,-5.6848,8.038
114,30,-4.6609,0.41244,-6.1024,8.3233
115,30,-4.5667,0.28196,-5.7718,8.0837
116,30,-4.5729,0.26771,-5.7091,8.1915
117,30,-4.7032,0.30498,-5.7425,8.2869
118,30,-4.5517,0.34853,-6.2492,8.1488
119,30,-4.4742,0.28985,-5.5813,8.12
120,30,-4.5834,0.29842,-5.7271,8.1436
121,35,-5.0301,0.3163,-6.6415,9.5109
122,35,-4.9868,0.37141,-6.5061,9.5639
123,35,-5.0011,0.34714,-6.3775,9.5906
124,35,-4.9914,0.31574,-6.305,9.482
125,35,-5.0048,0.37049,-6.4434,9.7116
126,35,-5.0318,0.32992,-6.4104,9.6277
127,35,-4.9661,0.26421,-6.2213,9.476
128,35,-5.025,0.36165,-6.5441,9.5908
129,35,-4.9865,0.34936,-6.3888,9.6029
130,35,-4.9846,0.32361,-6.4244,9.6169
131,35,-4.9947,0.30889,-6.3384,9.5282
132,35,-5.0105,0.32653,-6.4137,9.4579
133,35,-4.9562,0.3122,-6.4259,9.4873
134,35,-5.0549,0.34005,-6.3879,9.6827
135,35,-4.9659,0.28187,-6.3867,9.4116
136,35,-5.009,0.32474,-6.6156,9.4972
137,35,-4.9875,0.30969,-6.2243,9.4825
138,35,-4.9951,0.33453,-6.3813,9.6022
139,35,-5.0909,0.39357,-6.4389,9.7206
140,35,-4.9405,0.3227,-6.3556,9.4974
141,40,-5.5264,0.37397,-6.9822,11.128
142,40,-5.4118,0.39413,-7.5979,11.038
143,40,-5.5064,0.37261,-6.8441,11.18
144,40,-5.2739,0.28604,-6.7808,10.83
145,40,-5.3187,0.28878,-6.9856,10.919
146,40,-5.4643,0.36624,-7.4159,10.938
147,40,-5.4523,0.35685,-6.9124,11.049
148,40,-5.3563,0.31295,-6.7627,10.95
149,40,-5.386,0.29409,-6.8384,10.856
150,40,-5.3954,0.349,-7.1088,11.01
151,40,-5.312,0.32004,-7.0611,10.938
152,40,-5.4104,0.35482,-7.0333,10.996
153,40,-5.4019,0.33577,-6.8614,11.029
154,40,-5.4,0.31822,-6.7752,10.988
155,40,-5.2301,0.3152,-7.1002,10.877
156,40,-5.4047,0.31746,-6.9909,10.917
157,40,-5.3629,0.33803,-6.9341,11.027
158,40,-5.2928,0.31628,-6.9244,10.817
159,40,-5.3403,0.36522,-6.9601,11.019
160,40,-5.4133,0.36582,-7.0672,11.086
161,45,-5.7736,0.34706,-7.6533,12.425
162,45,-5.6589,0.33209,-7.6714,12.361
163,45,-5.7122,0.32381,-7.2657,12.405
164,45,-5.7223,0.31939,-7.1028,12.394
165,45,-5.806,0.32711,-7.2631,12.471
166,45,-5.6882,0.30647,-7.5486,12.268
167,45,-5.676,0.32031,-7.4403,12.302
168,45,-5.7266,0.34334,-7.5161,12.481
169,45,-5.7126,0.32097,-7.3925,12.384
170,45,-5.6876,0.32797,-7.4957,12.431
171,45,-5.7938,0.35335,-7.475,12.462
172,45,-5.7947,0.36559,-7.3887,12.414
173,45,-5.7696,0.356,-7.5234,12.491
174,45,-5.7027,0.31824,-7.1298,12.31
175,45,-5.768,0.34412,-7.2775,12.344
176,45,-5.7206,0.31524,-7.1067,12.394
177,45,-5.7699,0.36183,-7.5962,12.509
178,45,-5.7179,0.3189,-7.3005,12.375
179,45,-5.7021,0.31442,-7.4844,12.255
180,45,-5.7167,0.32951,-7.4277,12.449
181,50,-6.0417,0.33735,-7.7247,13.895
182,50,-6.0791,0.31134,-7.5819,13.805
183,50,-6.0993,0.37306,-7.8672,13.905
184,50,-6.1004,0.3995,-8.1421,14.021
185,50,-6.0076,0.34753,-7.7188,13.805
186,50,-6.0601,0.33611,-7.6479,13.908
187,50,-6.041,0.32728,-7.6957,13.837
188,50,-6.0383,0.34989,-7.8094,13.848
189,50,-6.0483,0.34683,-7.7657,13.855
190,50,-6.064,0.38234,-7.8211,13.925
191,50,-6.0236,0.32156,-7.6781,13.779
192,50,-6.1192,0.35723,-7.8553,14.049
193,50,-6.1017,0.38815,-7.9792,13.99
194,50,-6.0487,0.35161,-7.8365,13.796
195,50,-6.1322,0.38187,-7.8432,14.013
196,50,-6.0867,0.34598,-7.8316,13.896
197,50,-6.0682,0.37324,-8.143,13.908
198,50,-6.0672,0.37086,-7.8595,13.886
199,50,-6.017,0.31548,-7.694,13.833
200,50,-6.0198,0.3224,-7.6342,13.826
201,55,-6.3834,0.35006,-8.4545,15.427
202,55,-6.3946,0.35046,-8.2127,15.304
203,55,-6.3107,0.3093,-8.0979,15.115
204,55,-6.4243,0.35263,-8.0572,15.333
205,55,-6.3412,0.34628,-8.6319,15.348
206,55,-6.365,0.34433,-7.9661,15.338
207,55,-6.4654,0.39055,-8.5269,15.505
208,55,-6.3743,0.33624,-8.0381,15.288
209,55,-6.4439,0.37559,-8.431,15.419
210,55,-6.3444,0.32215,-7.9196,15.289
211,55,-6.4173,0.3431,-8.1122,15.339
212,55,-6.3923,0.34399,-8.0816,15.438
213,55,-6.4099,0.33665,-8.2156,15.348
214,55,-6.4064,0.33938,-8.2049,15.327
215,55,-6.3538,0.31606,-8.1411,15.288
216,55,-6.4245,0.33679,-8.1654,15.455
217,55,-6.3738,0.3583,-8.4914,15.368
218,55,-6.4049,0.3547,-8.0306,15.338
219,55,-6.3306,0.34684,-8.2387,15.4
220,55,-6.3133,0.33456,-8.0921,15.273
221,60,-6.6495,0.34136,-8.5072,16.675
222,60,-6.7047,0.34335,-8.6163,16.831
223,60,-6.6813,0.32489,-8.3056,16.795
224,60,-6.7121,0.3423,-8.4553,16.929
225,60,-6.6931,0.36647,-8.6803,16.856
226,60,-6.6926,0.35491,-8.4393,16.741
227,60,-6.7218,0.36055,-8.6775,16.8
228,60,-6.7022,0.34903,-8.5141,16.759
229,60,-6.6877,0.32146,-8.2711,16.71
230,60,-6.6528,0.33669,-8.4278,16.804
231,60,-6.6224,0.3236,-8.4222,16.698
232,60,-6.735,0.34664,-8.581,16.769
233,60,-6.7103,0.35141,-8.7892,16.732
234,60,-6.6995,0.35126,-8.4943,16.794
235,60,-6.68,0.3544,-8.5614,16.835
236,60,-6.6922,0.3496,-8.8092,16.882
237,60,-6.667,0.35456,-8.7885,16.73
238,60,-6.7104,0.3552,-8.5157,16.799
239,60,-6.661,0.34154,-8.4136,16.72
240,60,-6.7028,0.37487,-8.86,16.855
