1,10,-0.00090798,1.0473,-3.2296,4e+06,1.2605e+05
2,10,-0.00027537,1.1593,-3.3048,4e+06,1.2509e+05
3,10,0.00034073,0.99917,-3.3911,4e+06,1.519e+05
4,10,5.8428e-05,1.0525,-3.342,4e+06,1.2895e+05
5,10,-0.00023803,1.0009,-2.8511,4e+06,1.4032e+05
6,10,-0.00080929,1.0579,-3.0373,4e+06,1.4833e+05
7,10,-0.00012691,0.96182,-3.2617,4e+06,1.2026e+05
8,10,-0.00041193,0.96486,-3.129,4e+06,1.4082e+05
9,10,9.056e-05,1.0392,-3.1811,4e+06,1.2116e+05
10,10,-0.00020958,0.91177,-3.3952,4e+06,1.1352e+05
11,10,-0.00083973,1.096,-3.7029,4e+06,1.2122e+05
12,10,-0.00031059,1.152,-2.9973,4e+06,1.526e+05
13,10,-0.00062881,1.0791,-2.5699,4e+06,1.4506e+05
14,10,0.00087724,0.82332,-2.8135,4e+06,1.5572e+05
15,10,-0.00015307,0.99719,-2.7864,4e+06,1.3246e+05
16,10,-0.001203,0.91541,-2.6869,4e+06,1.3251e+05
17,10,0.00066026,0.92727,-2.6624,4e+06,1.1292e+05
18,10,0.00035746,1.02,-2.9033,4e+06,1.5158e+05
19,10,6.1632e-05,0.97002,-2.9337,4e+06,1.1735e+05
20,10,-0.00027347,0.90262,-3.0142,4e+06,1.286e+05
21,15,0.0005822,0.98204,-4.443,4e+06,23977
22,15,-0.0011508,1.0125,-3.7809,4e+06,25955
23,15,-0.00038428,0.97124,-4.2339,4e+06,25135
24,15,0.00029998,0.94661,-3.7317,4e+06,23777
25,15,0.00074273,1.0348,-3.8793,4e+06,25894
26,15,0.0010796,0.99372,-3.8439,4e+06,25835
27,15,-0.00079269,0.99235,-4.3103,4e+06,27523
28,15,-0.00018365,1.0538,-3.989,4e+06,25639
29,15,0.00054336,1.0409,-4.0746,4e+06,23088
30,15,-0.00043459,0.97011,-3.787,4e+06,26612
31,15,-0.00010741,1.0505,-4.0132,4e+06,24208
32,15,0.00022318,0.99953,-4.2549,4e+06,25563
33,15,-0.00057315,0.9601,-4.0901,4e+06,24769
34,15,-0.00070717,0.97272,-3.7436,4e+06,24757
35,15,0.0010232,1.0454,-4.4544,4e+06,27688
36,15,0.0001126,0.98159,-3.5574,4e+06,24644
37,15,-0.00021,0.97855,-3.9722,4e+06,25156
38,15,-1.2594e-05,1.0188,-4.3684,4e+06,24975
39,15,0.00010378,0.97734,-3.849,4e+06,27266
40,15,6.3818e-05,1.0146,-4.2417,4e+06,26031
41,20,-4.2024e-05,1.0068,-5.2923,4e+06,4499
42,20,0.00021844,0.98598,-4.9853,4e+06,4716
43,20,-0.00050104,0.99691,-5.0862,4e+06,4811
44,20,-0.00015198,1.0147,-5.0693,4e+06,4667
45,20,-0.00071786,1.0133,-4.6175,4e+06,4973
46,20,0.00027911,0.98762,-4.4577,4e+06,4869
47,20,-5.2426e-05,1.012,-5.1134,4e+06,4805
48,20,-0.00041446,0.98555,-4.7732,4e+06,4558
49,20,-0.00047708,0.99715,-4.7149,4e+06,4918
50,20,-0.00017927,0.97827,-5.1551,4e+06,4658
51,20,9.8816e-05,0.9925,-4.8569,4e+06,5029
52,20,-0.000193,1.0172,-4.8221,4e+06,4881
53,20,-0.00024469,1.0195,-4.6865,4e+06,4900
54,20,-0.00025217,1.0008,-4.6672,4e+06,4942
55,20,5.7071e-05,1.0488,-5.1205,4e+06,4658
56,20,0.00068345,0.98272,-4.8718,4e+06,4619
57,20,0.00067253,0.98488,-4.8208,4e+06,4710
58,20,-0.00050423,0.96498,-4.9871,4e+06,4808
59,20,0.0002974,0.99925,-5.0608,4e+06,4437
60,20,-0.00035383,0.99715,-4.8298,4e+06,4653
61,25,6.4674e-05,1.0134,-5.1014,4e+06,896
62,25,-6.9683e-05,0.99279,-5.0968,4e+06,819
63,25,0.00018625,0.98835,-5.1897,4e+06,865
64,25,-0.001436,1.0034,-4.9612,4e+06,952
65,25,1.7567e-05,1.0105,-5.1858,4e+06,876
66,25,0.00074321,1.014,-4.867,4e+06,872
67,25,0.00062414,1.0016,-5.1379,4e+06,892
68,25,0.00049729,0.9908,-4.9564,4e+06,837
69,25,0.00021783,0.99321,-5.1011,4e+06,865
70,25,0.00031006,1.0276,-5.2934,4e+06,857
71,25,3.189e-05,1.0109,-4.8177,4e+06,893
72,25,-0.00012674,1.0148,-5.3526,4e+06,866
73,25,-0.00072749,1.0129,-4.8261,4e+06,856
74,25,-0.00052887,0.99798,-4.9221,4e+06,881
75,25,-0.00060004,0.99793,-4.9894,4e+06,917
76,25,-0.00045233,0.99117,-4.6859,4e+06,881
77,25,0.00016668,0.98855,-5.1474,4e+06,814
78,25,-0.00062866,1.014,-5.4861,4e+06,881
79,25,5.178e-05,1.0015,-4.9237,4e+06,900
80,25,0.0014961,1.0032,-5.5171,4e+06,915
81,30,0.00052804,1.0081,-4.9073,4e+06,185
82,30,-0.00065607,0.99735,-5.8636,4e+06,150
83,30,0.00048993,1.0028,-4.8878,4e+06,148
84,30,-0.00013228,0.98945,-5.0399,4e+06,172
85,30,0.00059674,0.98067,-4.8013,4e+06,176
86,30,-0.00031554,0.99322,-4.956,4e+06,184
87,30,3.6661e-05,1.007,-5.3575,4e+06,187
88,30,-0.00018164,0.99841,-4.687,4e+06,168
89,30,-9.0733e-05,1.012,-5.0616,4e+06,163
90,30,0.0003365,0.99095,-5.1438,4e+06,175
91,30,0.00057308,0.99774,-5.4773,4e+06,174
92,30,-0.00041505,1.0106,-5.0156,4e+06,174
93,30,0.00050816,1.0007,-5.3062,4e+06,152
94,30,0.00033458,1.0012,-4.9017,4e+06,158
95,30,3.9386e-05,1.0022,-5.024,4e+06,142
96,30,-0.00030121,1.0064,-5.0625,4e+06,153
97,30,-0.00087503,1.0096,-5.1341,4e+06,174
98,30,0.00021392,0.98674,-5.5989,4e+06,140
99,30,-0.00026994,1.0139,-4.8903,4e+06,155
100,30,8.4629e-05,1.0001,-5.1491,4e+06,169
101,35,-0.00044217,1.0015,-5.0969,4e+06,28
102,35,0.00014379,1.0069,-4.8594,4e+06,38
103,35,4.1406e-05,1.0031,-5.4432,4e+06,27
104,35,0.00031805,0.99644,-5.3422,4e+06,38
105,35,-0.00020575,0.99808,-4.9365,4e+06,33
106,35,-0.00020453,1.0081,-4.8687,4e+06,26
107,35,-0.00070431,0.99882,-5.1632,4e+06,21
108,35,0.00085355,0.99564,-5.1464,4e+06,30
109,35,0.00052367,1.0018,-5.039,4e+06,37
110,35,-0.00089381,0.99777,-4.9813,4e+06,23
111,35,-0.00046524,0.99814,-4.9266,4e+06,27
112,35,0.00012818,1.0007,-4.9677,4e+06,29
113,35,-0.00033077,0.99988,-5.0018,4e+06,29
114,35,-0.0004562,1.002,-5.0583,4e+06,29
115,35,-0.0006962,0.99755,-5.3284,4e+06,36
116,35,-0.00025878,1.0064,-5.2082,4e+06,29
117,35,0.00063535,1.0039,-5.1358,4e+06,26
118,35,-0.00020739,0.99883,-4.9176,4e+06,23
119,35,0.00058346,0.99076,-5.1502,4e+06,27
120,35,-0.00070292,0.99735,-5.0727,4e+06,39
121,40,0.00037917,1.0027,-4.8402,4e+06,5
122,40,0.00062202,1.0041,-5.3047,4e+06,6
