1,0.98837,0.63668,0.67843,0.77469,0.28205,0.22571,0.93587,0.68324
2,0.69338,0.98402,0.68526,0.84149,0.3075,0.2221,0.95058,0.65665
3,0.644,0.36502,0.65393,0.8459,0.31597,0.15688,0.96722,0.66557
4,0.64785,0.68005,0.64834,0.8246,0.24336,0.15347,0.99617,0.69257
5,0.68526,0.84149,0.56126,0.82368,0.24099,0.15728,0.98837,0.63668
6,0.45485,0.35128,0.56782,0.8016,0.22884,0.15143,0.99632,0.63553
7,0.98055,0.87637,0.57547,0.79094,0.21609,0.18213,0.9835,0.59475
8,0.1475,0.60958,0.55878,0.75997,0.16737,0.18518,0.91881,0.55234
9,0.92939,0.70765,0.54637,0.76729,0.15704,0.17304,0.88766,0.55671
10,0.78185,0.030032,0.54228,0.7686,0.14777,0.15925,0.90786,0.53884
11,0.84361,0.018251,0.52567,0.77469,0.13731,0.17087,0.90387,0.44515
12,0.53503,0.85815,0.46154,0.74418,0.10604,0.1503,0.91199,0.4486
13,0.72465,0.95884,0.46769,0.68048,0.099758,0.14523,0.93479,0.48084
14,0.94851,0.1688,0.44868,0.62193,0.069495,0.099942,0.95741,0.47351
15,0.82643,0.74705,0.5037,0.67579,0.048501,0.12151,0.95912,0.46777
16,0.41886,0.80864,0.58342,0.69809,0.052236,0.13596,0.96559,0.47158
17,0.27188,0.77228,0.55713,0.66993,0.060653,0.1504,0.97443,0.49277
18,0.44496,0.4292,0.53787,0.64175,0.053845,0.21856,0.98274,0.46678
19,0.44947,0.097329,0.53544,0.62991,0.045834,0.22783,0.99882,0.42704
20,0.65783,0.14188,0.53017,0.60921,0.02296,0.21491,0.94955,0.41574
21,0.32902,0.5621,0.52459,0.57966,0.0069161,0.14882,0.94405,0.42447
22,0.071386,0.81358,0.53457,0.55666,0.018222,0.098518,0.91983,0.43476
23,0.35206,0.73487,0.55839,0.52379,0.04415,0.090594,0.89444,0.42249
24,0.73796,0.77222,0.59239,0.55246,0.067815,0.083475,0.84833,0.41037
25,0.32878,0.86761,0.65983,0.57953,0.037457,0.073911,0.82718,0.38203
26,0.82992,0.41109,0.71231,0.55237,0.051511,0.056624,0.78846,0.36749
27,0.3094,0.11633,0.73045,0.58829,0.040359,0.030101,0.79446,0.32671
28,0.42696,0.39388,0.74186,0.61623,0.064115,0.016774,0.80974,0.30874
29,0.77673,0.78428,0.77351,0.61731,0.098897,0.0038075,0.84597,0.30272
30,0.25913,0.96707,0.73626,0.67144,0.10598,0.018659,0.85123,0.29454
31,0.10234,0.25194,0.70741,0.64851,0.099636,0.043467,0.85565,0.28233
32,0.80614,0.80857,0.67135,0.64076,0.13863,0.037747,0.88995,0.304
33,0.35818,0.61359,0.65055,0.65923,0.15071,0.032923,0.89396,0.36678
34,0.040519,0.41541,0.64785,0.68005,0.13016,0.10439,0.91503,0.38098
35,0.16737,0.18518,0.69667,0.71486,0.15973,0.11444,0.91475,0.38907
36,0.88766,0.55671,0.72054,0.72659,0.2008,0.11967,0.93098,0.37742
37,0.78522,0.27655,0.78185,0.69668,0.23769,0.094433,0.93306,0.35122
38,0.72101,0.31029,0.78562,0.69904,0.23425,0.080779,0.96635,0.36513
39,0.9353,0.74491,0.79663,0.71054,0.23209,0.071246,0.96885,0.3634
40,0.1459,0.32297,0.83083,0.68071,0.23556,0.030736,0.97339,0.35739
41,0.44527,0.0064278,0.81553,0.63067,0.31703,0.09821,0.98728,0.35139
42,0.43597,0.11622,0.82466,0.5544,0.3094,0.11633,0.96111,0.30697
43,0.39522,0.71822,0.75037,0.51556,0.32166,0.13287,0.95731,0.30276
44,0.60289,0.98758,0.77624,0.50468,0.36606,0.097397,0.93263,0.21918
45,0.667,0.49932,0.7713,0.48496,0.43597,0.11622,0.96073,0.203
46,0.060653,0.1504,0.76233,0.44092,0.44947,0.097329,0.9646,0.17671
47,0.063487,0.79433,0.7499,0.42099,0.45183,0.0712,0.94851,0.1688
48,0.95058,0.65665,0.76955,0.40964,0.42038,0.04122,0.94871,0.13557
49,0.10787,0.75834,0.78107,0.42651,0.41394,0.046159,0.98822,0.14419
50,0.83691,0.7327,0.80996,0.40207,0.35424,0.041438,0.969,0.10263
51,0.21123,0.6144,0.82992,0.41109,0.36438,0.0018929,0.93688,0.072686
52,0.47947,0.86269,0.837,0.41761,0.44527,0.0064278,0.93066,0.072304
53,0.14597,0.37651,0.82601,0.44936,0.47251,0.017029,0.94779,0.043037
54,0.91199,0.4486,0.83486,0.49096,0.47502,0.030075,0.95895,0.038458
55,0.059595,0.53693,0.87229,0.50172,0.50471,0.045053,0.97499,0.027613
56,0.26766,0.22766,0.88766,0.55671,0.49725,0.056723,0.96607,0.030985
57,0.4312,0.33023,0.91881,0.55234,0.46265,0.10613,0.90363,0.040465
58,0.12228,0.62683,0.90786,0.53884,0.46616,0.14886,0.89931,0.044822
59,0.16826,0.73005,0.90387,0.44515,0.50294,0.13959,0.86884,0.020969
60,0.45183,0.0712,0.91199,0.4486,0.51033,0.14893,0.84361,0.018251
61,0.84963,0.69224,0.93479,0.48084,0.538,0.12331,0.78185,0.030032
62,0.22884,0.15143,0.95741,0.47351,0.54409,0.14396,0.80398,0.056398
63,0.90573,0.89377,0.95912,0.46777,0.56827,0.15396,0.84258,0.11478
64,0.43965,0.71188,0.96559,0.47158,0.56474,0.11336,0.85655,0.16379
65,0.45114,0.3849,0.97443,0.49277,0.55494,0.10802,0.90465,0.24054
66,0.76233,0.44092,0.98274,0.46678,0.56698,0.095895,0.87849,0.24703
67,0.56809,0.39849,0.99882,0.42704,0.62457,0.061905,0.82385,0.24825
68,0.7284,0.37805,0.94955,0.41574,0.67056,0.013205,0.80647,0.2688
69,0.77733,0.089923,0.94405,0.42447,0.67665,0.035753,0.78806,0.28039
70,0.67056,0.013205,0.91983,0.43476,0.66784,0.048624,0.78522,0.27655
71,0.86016,0.76052,0.89444,0.42249,0.673,0.096284,0.7718,0.2482
72,0.037457,0.073911,0.84833,0.41037,0.71496,0.084957,0.741,0.22759
