1,0,-12.041,-13.911,0.43282,9.1868e-13,-13.911,-13.911,1.0003
2,0.05,-12.018,-13.314,0.45226,0.0070531,-13.283,-13.54,0.69194
3,0.1,-12.03,-13.232,0.41035,0.0031629,-13.222,-13.508,0.44176
4,0.15,-12.036,-13.741,0.41775,0.0060215,-13.746,-13.818,0.26923
5,0.2,-12.062,-13.161,0.3141,0.073444,-13.229,-13.549,0.19884
6,0.25,-12.074,-13.345,0.40147,0.3122,-13.644,-13.968,0.1565
7,0.3,-12.066,-12.83,0.35992,0.42882,-13.332,-14.008,0.10361
8,0.35,-11.996,-12.795,0.36302,0.67998,-13.677,-14.065,0.093955
9,0.4,-12.214,-12.395,0.44741,0.48143,-13.786,-13.821,0.04931
10,0.45,-12.099,-12.196,0.35696,0.43034,-13.402,-13.757,0.052754
11,0.5,-12.158,-12.07,0.42683,0.44037,-14.434,-14.027,0.078216
12,0,-12.013,-13.384,0.43483,9.1868e-13,-13.384,-13.384,1.0001
13,0.05,-11.944,-13.279,0.47472,9.1868e-13,-13.279,-13.279,0.68055
14,0.1,-11.99,-13.437,0.40726,0.0003838,-13.435,-13.599,0.47779
15,0.15,-12.119,-13.771,0.45395,0.01477,-13.747,-14.167,0.28072
16,0.2,-11.896,-13.391,0.43567,0.060094,-13.434,-14.071,0.15707
17,0.25,-12.086,-13.394,0.39768,0.28787,-13.695,-14.259,0.14929
18,0.3,-12.099,-12.915,0.3556,0.43155,-13.487,-13.666,0.1197
19,0.35,-11.988,-12.364,0.40934,0.47936,-13.66,-13.956,0.084976
20,0.4,-12.078,-12.399,0.41586,0.5904,-13.587,-14.167,0.057911
21,0.45,-12.07,-12.184,0.34613,0.40011,-13.516,-13.654,0.090475
22,0.5,-12.128,-12.149,0.40773,0.36658,-13.687,-13.268,0.042402
23,0,-11.993,-13.675,0.37361,8.2681e-12,-13.675,-13.675,1.0001
24,0.05,-11.993,-13.253,0.40192,3.6747e-12,-13.253,-13.253,0.68601
25,0.1,-12.111,-13.355,0.36739,0.0036824,-13.35,-13.673,0.42271
26,0.15,-11.957,-13.231,0.41066,0.015692,-13.213,-13.744,0.33077
27,0.2,-12.056,-13.521,0.38853,0.058783,-13.575,-13.971,0.21047
28,0.25,-12.008,-13.597,0.49209,0.20625,-13.773,-14.144,0.14221
29,0.3,-12.221,-13.41,0.42099,0.97833,-14.185,-14.338,0.091863
30,0.35,-12.005,-12.609,0.42251,0.51807,-13.277,-13.881,0.08504
31,0.4,-12.099,-12.41,0.39134,0.62079,-14.052,-14.228,0.08399
32,0.45,-11.947,-12.194,0.38669,0.53755,-13.315,-13.68,0.067088
33,0.5,-12.031,-12.042,0.39737,0.42641,-13.141,-13.489,0.069699
34,0,-11.931,-13.296,0.40442,0,-13.296,-13.296,1.0001
35,0.05,-12.242,-13.394,0.43564,0.0032505,-13.388,-13.958,0.62837
36,0.1,-12.057,-13.603,0.39537,0.0049211,-13.597,-14.039,0.46553
37,0.15,-12.052,-13.431,0.45191,0.0083743,-13.443,-13.584,0.27697
38,0.2,-12.12,-13.115,0.30657,0.080806,-13.166,-13.747,0.23524
39,0.25,-12.017,-13.242,0.36805,0.15582,-13.322,-14.432,0.12882
40,0.3,-12.017,-12.707,0.30875,0.38497,-13.281,-14.164,0.13037
41,0.35,-12.057,-12.517,0.49433,0.70381,-13.624,-14.064,0.074145
42,0.4,-12.016,-12.493,0.4647,0.81408,-14.153,-14.521,0.083991
43,0.45,-11.867,-12.272,0.58437,0.32631,-13.74,-13.74,0.07243
44,0.5,-11.952,-12.167,0.51546,0.49021,-13.935,-13.596,0.064454
45,0,-11.979,-13.507,0.43214,0,-13.507,-13.507,1.0001
46,0.05,-11.959,-13.76,0.45487,8.2681e-12,-13.76,-13.76,0.63903
47,0.1,-11.99,-13.302,0.3246,0.0018193,-13.308,-13.308,0.40778
48,0.15,-12.123,-13.728,0.44578,0.034815,-13.721,-14.267,0.31774
49,0.2,-12.017,-13.203,0.49598,0.07346,-13.289,-13.45,0.24406
50,0.25,-11.967,-13.06,0.43806,0.20348,-13.317,-13.539,0.20614
51,0.3,-12.078,-13.053,0.37822,0.51727,-13.688,-13.917,0.15781
