1,0,-0.0012068,-4.351,0.98579,4.7151e-09,-4.3509,-4.3509,1.0003
2,0.02,0.0093964,-3.7917,1.0114,0.1806,-4.1233,-5.1562,0.86273
3,0.04,0.0044321,-3.3643,0.99287,0.3117,-3.9248,-5.1261,0.73225
4,0.06,0.0091629,-2.8827,1.021,0.51035,-3.83,-5.5691,0.6148
5,0.08,0.0079391,-3.047,1.0092,0.55318,-4.2276,-5.4946,0.50878
6,0.1,0.009694,-2.3015,0.99377,0.61611,-3.5078,-5.7329,0.42649
7,0.12,-0.0011324,-2.2893,0.99798,0.75761,-4.0335,-5.4494,0.34493
8,0.14,-0.0085365,-2.1105,0.99959,0.80248,-4.2494,-5.5485,0.32932
9,0.16,0.009392,-2.1532,0.99849,0.82525,-3.7024,-5.7917,0.26261
10,0.18,-0.00011345,-2.1227,0.99124,0.86509,-3.9098,-5.4389,0.21618
11,0.2,-0.006317,-2.0012,0.99015,0.76904,-3.9305,-5.0919,0.25761
12,0.22,0.0075347,-1.3907,0.99415,0.96043,-3.9957,-5.2664,0.20673
13,0.24,-0.007867,-1.4436,1.006,0.92409,-3.8013,-4.8115,0.19081
14,0.26,-0.0083431,-1.2832,0.99397,0.91986,-3.8052,-4.8355,0.15435
15,0.28,0.0043909,-0.93328,0.98987,0.89198,-3.9145,-4.6996,0.1169
16,0.3,0.0047246,-1.4739,1.0111,0.90352,-3.5702,-5.6042,0.11972
17,0.32,0.0089331,-1.0028,1.0064,0.98589,-4.1449,-4.9293,0.092428
18,0.34,0.0003692,-0.68606,1.0067,0.96103,-4.226,-4.3541,0.072793
19,0.36,0.0049615,-0.86023,1.0031,0.96162,-4.7055,-4.6375,0.086992
20,0.38,0.0033534,-1.1317,1.0091,0.88858,-3.9049,-4.5964,0.10258
21,0.4,0.0020453,-0.68401,0.99643,1.0038,-4.7481,-4.3619,0.06489
22,0.42,0.0090701,-0.30617,0.98899,0.93978,-3.7102,-4.544,0.061114
23,0.44,0.0069459,-0.43302,1.0086,0.98106,-3.6373,-4.3221,0.095229
24,0.46,-0.0028989,-0.55647,0.98348,0.92684,-3.6727,-4.226,0.054044
25,0.48,0.0036175,-0.27887,0.99858,0.9079,-3.9491,-4.3541,0.059922
26,0.5,0.0057223,-0.57979,1.009,0.93362,-4.386,-4.7003,0.05476
27,0,0.0055912,-4.1602,0.98958,2.7854e-08,-4.1604,-4.1604,1.0002
28,0.02,-0.012759,-3.5847,1.0001,0.20534,-3.9315,-5.1731,0.85718
29,0.04,0.0046689,-3.3504,1.0074,0.33193,-3.9719,-5.3454,0.73231
