1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-12.093,-11.399,-13.49,-12.799,-11.837,-12.577,-11.235,-12.54,-10.513,-12.27,-11.408,-11.058,-11.491,-12.773,-11.496,-10.979,-12.307,-11.847,-11.869,-12.686,-12.989,-11.754,-12.103,-12.066,-11.258,-11.903,-13.481,-13.524,-12.156,-11.227,-11.594,-12.728,-11.954,-11.879,-11.395,-12.684,-12.442,-12.503,-12.547,-12.127,-12.192,-12.443,-11.866,-11.329,-13.911,-12.301,-11.996,-12.264,-13.04,-12.225,-12.031,-11.736,-11.697,-11.872,-11.721,-12.609,-12.41,-12.944,-10.505,-11.571,-12.325,-11.825,-11.466,-11.879,-11.434,-12.047,-11.725,-11.776,-12.906,-11.611,-12.426,-12.595,-12.896,-11.924,-12.509,-10.981,-10.973,-10.927,-13.151,-12.856,-12.766,-11.827,-12.319,-12.685,-11.411,-12.417,-11.721,-11.752,-10.949,-11.794,-11.636,-11.681,-12.611,-11.5,-11.78,-11.698,-11.61,-12.521,-11.471,-12.07,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911,-13.911
-13.032,-11.664,-11.68,-12.709,-12.34,-12.319,-12.405,-11.454,-12.894,-12.449,-12.819,-11.245,-12.234,-12.709,-11.706,-11.857,-12.232,-12.727,-11.534,-12.153,-11.796,-12.13,-12.495,-11.961,-12.365,-12.683,-10.623,-10.001,-12.554,-11.661,-12.529,-12.962,-12.024,-12.576,-12.752,-11.279,-11.997,-11.831,-11.645,-11.646,-10.926,-11.043,-11.919,-11.787,-11.373,-11.211,-12.045,-12.53,-11.741,-11.914,-12.365,-12.176,-10.772,-13.135,-11.804,-11.083,-11.884,-11.98,-12.551,-11.952,-12.842,-11.291,-12.563,-11.812,-12.701,-10.809,-11.756,-10.53,-12.316,-11.962,-12.553,-13.283,-11.874,-13.043,-11.575,-11.951,-12.01,-11.3,-12.107,-11.16,-11.12,-12.704,-11.886,-11.638,-12.432,-12.211,-11.195,-13.082,-11.622,-11.908,-13.236,-12.942,-12.61,-12.449,-13.264,-10.811,-11.19,-11.663,-12.45,-12.117,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.54,-13.283,-13.283,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.54,-13.54,-13.283,-13.283,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.54,-13.54,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.54,-13.283,-13.54,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283,-13.283
-11.436,-11.797,-12.503,-11.986,-12.131,-12.775,-12.623,-12.01,-11.661,-10.684,-11.557,-11.455,-10.447,-11.455,-12.239,-11.495,-12.578,-12.733,-12.556,-12.058,-12.332,-11.556,-11.493,-12.672,-12.431,-12.442,-11.052,-12.5,-11.644,-11.895,-12.896,-11.909,-11.705,-11.381,-12.855,-10.465,-12.527,-11.579,-12.696,-11.159,-11.797,-11.695,-11.775,-12.763,-13.166,-12.32,-12.528,-11.42,-11.917,-12.479,-11.477,-12.038,-12.037,-11.865,-12.784,-11.719,-12.308,-13.222,-11.667,-10.663,-12.205,-12.272,-10.949,-12.006,-12.931,-10.98,-12.378,-12.212,-11.685,-11.872,-13.05,-12.426,-11.632,-11.586,-12.532,-12.691,-11.301,-12.105,-12.922,-11.932,-11.988,-10.761,-11.716,-12.904,-11.342,-11.829,-12.807,-12.998,-13.211,-11.66,-11.714,-11.617,-12.372,-12.956,-12.17,-13.06,-12.231,-11.338,-11.663,-11.995,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.469,-13.222,-13.508,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.246,-13.222,-13.059,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.246,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.411,-13.222,-13.222,-13.46,-13.469,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222,-13.222
-13.147,-12.176,-12.263,-11.837,-12.444,-11.22,-13.746,-11.478,-11.754,-12.181,-12.028,-11.965,-11.019,-12.034,-12.715,-12.135,-11.89,-12.018,-12.572,-12.032,-12.888,-12.08,-11.91,-12.646,-13.194,-12.107,-11.754,-12.514,-11.735,-11.809,-11.571,-12.381,-11.58,-11.566,-11.473,-12.934,-13.164,-12.575,-11.936,-12.59,-10.645,-12.469,-11.896,-12.248,-10.693,-12.074,-11.593,-13.245,-11.342,-11.577,-11.75,-12.57,-12.513,-12.082,-11.464,-11.356,-12.214,-12.622,-12.523,-10.772,-12.891,-11.993,-11.688,-12.369,-11.669,-11.991,-12.034,-12.505,-12.342,-11.296,-11.796,-11.879,-12.494,-12.684,-12.354,-11.908,-13.195,-11.747,-13.619,-12.238,-12.009,-12.301,-12.184,-10.777,-10.496,-12.592,-11.648,-12.007,-11.574,-11.24,-11.275,-11.895,-11.785,-11.523,-11.236,-11.417,-11.659,-10.962,-12.156,-13.459,-13.746,-13.746,-13.818,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.818,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.818,-13.818,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.731,-13.746,-13.746,-13.746,-13.746,-13.746,-13.68,-13.678,-13.746,-13.746,-13.698,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.818,-13.746,-13.746,-13.68,-13.818,-13.746,-13.746,-13.631,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.818,-13.746,-13.746,-13.746,-13.746,-13.746,-13.025,-13.818,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.746,-13.818,-13.746,-13.746,-13.698,-13.746,-13.746,-13.746
-12.441,-13.206,-11.525,-12.62,-12.424,-11.685,-12.106,-11.787,-12.245,-11.35,-13.054,-11.974,-12.17,-12.147,-11.688,-12.012,-12.112,-12.188,-12.262,-12.661,-12.142,-12.211,-12.657,-11.462,-11.857,-12.411,-11.738,-12.27,-12.099,-12.109,-11.565,-12.121,-10.845,-12.403,-12.729,-11.214,-13.229,-11.423,-12.39,-10.374,-12.284,-12.134,-11.695,-12.758,-11.389,-11.298,-12.087,-12.057,-12.867,-11.121,-12.33,-12.61,-12.354,-12.135,-12.751,-12.754,-11.646,-12.487,-11.455,-12.313,-11.926,-12.38,-11.403,-11.847,-12.621,-12.166,-12.802,-12.902,-10.826,-11.609,-11.527,-10.928,-11.925,-12.434,-12.479,-12.675,-11.307,-11.946,-12.664,-12.534,-11.424,-11.88,-11.764,-12.06,-12.143,-11.988,-12.117,-11.162,-12.36,-12.906,-12.705,-12.166,-12.211,-12.592,-11.925,-12.596,-11.061,-11.739,-11.796,-11.273,-13.468,-13.229,-13.549,-13.229,-13.229,-12.481,-13.468,-13.229,-13.229,-13.372,-13.229,-13.229,-13.468,-13.188,-13.229,-13.357,-12.705,-13.168,-13.229,-13.229,-13.229,-13.212,-13.229,-13.229,-13.468,-13.229,-13.357,-12.579,-13.229,-13.251,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229,-12.586,-13.229,-13.2,-13.138,-13.229,-13.229,-12.034,-12.138,-13.229,-13.236,-13.229,-13.212,-13.138,-13.229,-13.229,-13.229,-13.229,-12.94,-12.252,-13.229,-13.205,-13.229,-12.884,-13.229,-13.229,-13.229,-13.229,-13.468,-13.229,-12.556,-13.229,-12.659,-13.229,-13.229,-13.229,-13.229,-13.229,-13.188,-13.229,-13.229,-13.2,-13.229,-13.229,-13.229,-13.229,-13.229,-13.212,-13.373,-13.188,-13.229,-13.229,-12.257,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229,-13.357,-13.467,-13.229,-13.187,-13.229
-12.212,-12.62,-12.67,-11.935,-12.18,-12.038,-12.568,-11.852,-12.75,-12.681,-10.398,-11.96,-11.667,-11.731,-13.237,-12.345,-11.242,-12.677,-12.304,-12.649,-11.949,-13.455,-11.581,-12.269,-11.279,-11.927,-12.454,-12.549,-11.017,-12.91,-11.683,-12.377,-11.576,-12,-12.216,-13.276,-11.78,-11.821,-10.927,-11.881,-12.431,-12.823,-13.135,-11.965,-12.393,-11.342,-11.696,-11.677,-10.972,-11.122,-11.756,-12.561,-12.036,-12.663,-11.441,-13.398,-12.742,-11.172,-12.326,-11.545,-12.358,-12.226,-11.521,-11.667,-13.165,-12.547,-11.44,-11.454,-11.502,-12.887,-11.113,-12.238,-10.928,-11.169,-12.317,-12.205,-12.521,-11.683,-12.146,-11.916,-12.479,-11.554,-12.187,-12.717,-12.03,-12.295,-11.944,-12.701,-11.187,-12.457,-12.372,-11.349,-12.602,-11.711,-12.18,-12.12,-12.234,-13.644,-11.173,-11.608,-13.644,-13.121,-13.286,-12.046,-12.873,-13.218,-13.603,-13.644,-13.598,-13.644,-13.603,-13.572,-13.462,-12.506,-13.644,-13.644,-13.644,-13.644,-13.644,-11.51,-13.644,-11.918,-13.644,-13.644,-13.644,-13.603,-13.606,-13.644,-13.644,-13.644,-13.644,-13.644,-12.438,-13.895,-13.37,-13.513,-13.062,-13.63,-13.644,-13.644,-13.644,-12.493,-13.654,-13.644,-13.626,-13.644,-13.644,-12.492,-13.494,-13.644,-13.644,-13.644,-13.644,-12.826,-13.67,-13.719,-13.479,-13.644,-13.644,-13.584,-12.355,-11.689,-12.775,-12.999,-13.619,-13.968,-12.176,-13.598,-13.471,-13.115,-13.644,-13.429,-13.644,-13.644,-13.512,-13.741,-13.603,-11.86,-13.644,-13.276,-13.598,-13.644,-13.644,-13.644,-13.644,-13.183,-13.264,-13.73,-13.093,-12.471,-13.644,-13.563,-13.706,-13.644,-13.644,-12.44,-11.241,-13.492,-13.644,-13.644
-11.309,-12.081,-11.787,-11.848,-11.17,-11.131,-12.066,-11.458,-12.388,-11.363,-11.304,-12.206,-13.252,-12.014,-12.559,-11.636,-11.624,-11.575,-11.384,-12.548,-12.385,-12.324,-12.243,-13.012,-12.189,-11.864,-12.475,-12.336,-13.093,-12.227,-11.09,-12.182,-12.219,-12.393,-12.933,-12.462,-13.288,-12.086,-11.322,-11.93,-12.955,-11.264,-11.733,-11.407,-12.272,-11.746,-12.695,-11.673,-12.867,-12.338,-12.112,-12.263,-12.035,-13.332,-12.326,-11.719,-12.424,-12.583,-10.99,-10.818,-11.254,-11.745,-12.41,-12.949,-12.311,-12.351,-11.815,-11.791,-11.813,-11.665,-12.321,-12.216,-11.42,-11.527,-11.397,-11.41,-11.062,-11.866,-12.117,-11.636,-12.455,-11.74,-12.504,-12.57,-12.282,-13.273,-11.66,-11.783,-12.155,-11.807,-12.619,-13.268,-11.762,-12.643,-12.008,-12.03,-12.869,-12.801,-10.432,-12.52,-13.641,-11.72,-13.348,-12.886,-13.35,-13.532,-12.864,-12.427,-13.343,-13.233,-13.332,-12.163,-11.922,-12.349,-12.014,-12.043,-12.52,-12.406,-13.343,-13.495,-13.445,-13.826,-13.767,-13.381,-12.186,-13.332,-13.433,-12.708,-12.901,-10.911,-13.331,-13.545,-13.42,-13.267,-12.9,-13.368,-11.728,-13.881,-12.604,-12.539,-12.507,-12.621,-12.666,-11.6,-12.213,-12.285,-14.008,-12.252,-12.191,-12.394,-13.343,-12.562,-12.461,-11.728,-13.332,-13.332,-11.975,-12.617,-13.445,-13.195,-11.708,-13.323,-12.855,-13.445,-13.384,-13.385,-13.332,-12.875,-12.844,-13.343,-12.232,-13.318,-12.598,-13.596,-12.519,-11.929,-12.297,-12.567,-11.82,-13.445,-13.131,-13.332,-13.343,-13.953,-13.836,-13.269,-13.343,-12.123,-11.863,-13.384,-12.113,-12.62,-13.332,-12.891,-12.958,-12.24,-11.701,-13.216,-12.428,-12.015
-11.452,-11.703,-11.88,-12.54,-11.842,-11.283,-12.974,-12.29,-12.021,-11.726,-12.256,-10.889,-12.275,-11.832,-11.244,-11.153,-12.703,-13.006,-11.392,-12.733,-11.797,-11.337,-12.012,-11.523,-11.735,-12.018,-12.946,-11.67,-12.626,-10.787,-12.929,-12.658,-11.691,-11.226,-11.927,-11.908,-11.774,-10.703,-12.194,-12.304,-12.463,-13.677,-11.678,-11.75,-11.653,-11.668,-12.61,-12.33,-11.538,-12.479,-11.696,-12.477,-12.36,-11.01,-11.594,-11.329,-12.405,-11.63,-11.174,-11.612,-12.193,-12.127,-11.475,-10.504,-11.868,-12.831,-11.435,-12.253,-11.776,-11.009,-12.466,-12.398,-12.155,-11.593,-12.581,-12.529,-11.231,-12.494,-12.69,-11.834,-13.053,-11.942,-12.213,-12.937,-12.353,-12.322,-12.333,-12.441,-11.597,-12.079,-12.222,-13.398,-11.378,-12.218,-12.349,-12.114,-12.495,-11.489,-11.48,-11.602,-13.958,-12.574,-12.345,-12.39,-13.439,-13.431,-13.869,-13.763,-12.525,-12.708,-11.996,-11.849,-12.905,-13.685,-13.404,-10.466,-13.857,-10.834,-13.958,-12.079,-12.733,-13.628,-12.985,-14.065,-12.692,-12.197,-13.677,-13.742,-12.68,-12.217,-12.391,-13.104,-13.881,-12.688,-13.958,-12.311,-12.666,-12.395,-13.599,-13.693,-13.335,-12.8,-12.943,-11.685,-13.818,-13.404,-11.475,-12.648,-12.462,-12.285,-13.958,-13.506,-12.679,-13.164,-11.574,-12.132,-13.677,-12.434,-12.005,-12.094,-13.288,-13.666,-12.375,-10.938,-12.61,-10.4,-12.417,-12.028,-13.677,-13.705,-13.11,-12.777,-13.501,-12.701,-12.37,-12.919,-12.044,-12.733,-12.226,-13.779,-10.96,-12.726,-12.694,-12.014,-13.583,-12.135,-13.652,-11.872,-13.281,-12.223,-13.732,-12.999,-12.284,-13.958,-12.101,-13.584,-13.039,-12.895,-11.963,-13.151
-12.606,-12.098,-11.998,-12.093,-12.679,-12.434,-11.719,-10.831,-11.39,-12.894,-12.198,-13.209,-12.121,-12.29,-11.297,-12.305,-13.098,-12.853,-11.55,-12.541,-12.255,-11.69,-11.422,-12.146,-12.339,-10.122,-10.853,-12.173,-13.451,-13.084,-13.345,-12.444,-10.888,-12.472,-11.851,-12.561,-12.281,-12.823,-12.33,-11.945,-11.107,-12.4,-12.527,-12.424,-11.699,-12.764,-12.634,-12.345,-10.919,-12.627,-12.555,-12.231,-12.328,-12.41,-12.081,-11.179,-11.11,-12.224,-13.052,-12.279,-12.596,-13.786,-11.535,-11.948,-11.194,-13.473,-10.549,-11.773,-13.414,-12.961,-12.371,-12.336,-12.438,-12.264,-12.895,-11.592,-11.618,-12.694,-11.854,-12.833,-11.729,-12.202,-12.554,-12.556,-12.039,-11.866,-12.13,-12.479,-12.666,-12.283,-12.289,-11.207,-12.47,-12.38,-12.251,-12.18,-12.538,-12.408,-13.412,-12.079,-13.213,-11.347,-11.785,-11.516,-12.498,-11.631,-12.736,-12.936,-12.558,-12.111,-12.328,-11.388,-11.012,-12.473,-13.821,-13.738,-11.53,-12.049,-12.351,-12.571,-12.15,-11.977,-12.408,-12.42,-12.537,-12.691,-12.587,-11.883,-12.874,-12.846,-12.455,-13.512,-13.798,-11.775,-11.682,-11.66,-12.122,-12.294,-12.961,-10.883,-12.775,-13.023,-13.669,-13.13,-12.75,-13.029,-13.153,-12.883,-10.862,-11.58,-11.343,-12.287,-13.15,-12.224,-12.802,-12.17,-11.858,-13.732,-13.782,-12.418,-12.555,-11.902,-12.586,-12.155,-12.507,-11.91,-11.569,-12.165,-13.786,-12.1,-13.48,-12.111,-11.034,-11.626,-11.927,-11.51,-12.421,-12.867,-13.4,-12.98,-12.247,-12.7,-11.543,-11.566,-12.439,-12.011,-12.263,-12.993,-12.352,-11.595,-12.223,-12.729,-12.305,-13.026,-12.718,-12.352,-13.565,-12.044,-12.312,-12.16
